UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block	expansion
DGKA:P23743:OID30546:v1	Diacylglycerol kinase alpha	OID30546	P23743	DGKA	Inflammation_II	B20704	P23743	DGKA	ENSG00000065357	12	55927319	55954027	1	1:1	A	yes
DHODH:Q02127:OID30137:v1	Dihydroorotate dehydrogenase	OID30137	Q02127	DHODH	Cardiometabolic_II	B20706	Q02127	DHODH	ENSG00000102967	16	72008588	72027664	1	1:1	A	yes
DHPS:P49366:OID31357:v1	Deoxyhypusine synthase	OID31357	P49366	DHPS	Oncology_II	B20705	P49366	DHPS	ENSG00000095059	19	12675717	12681880	-1	1:1	C	yes
DHRS4L2:Q6PKH6:OID31072:v1	Dehydrogenase/reductase SDR family member 4-like 2	OID31072	Q6PKH6	DHRS4L2	Neurology_II	B20707	Q6PKH6	DHRS4L2	ENSG00000187630	14	23969874	24006408	1	1:1	D	yes
DIPK1C:Q0P6D2:OID30932:v1	Divergent protein kinase domain 1C	OID30932	Q0P6D2	DIPK1C	Neurology_II	B20707	Q0P6D2	DIPK1C	ENSG00000187773	18	74434775	74457944	-1	1:1	B	yes
DIPK2B:Q9H7Y0:OID30582:v1	Divergent protein kinase domain 2B	OID30582	Q9H7Y0	DIPK2B	Inflammation_II	B20704	Q9H7Y0	DIPK2B	ENSG00000147113	X	45148373	45200901	-1	1:10	B	yes
DLG4:P78352:OID31071:v1	Disks large homolog 4	OID31071	P78352	DLG4	Neurology_II	B20707	P78352	DLG4	ENSG00000132535	17	7187187	7219841	-1	1:1	D	yes
DLGAP5:Q15398:OID30976:v1	Disks large-associated protein 5	OID30976	Q15398	DLGAP5	Neurology_II	B20707	Q15398	DLGAP5	ENSG00000126787	14	55148112	55191608	-1	1:1	C	yes
DLL4:Q9NR61:OID30255:v1	Delta-like protein 4	OID30255	Q9NR61	DLL4	Cardiometabolic_II	B20706	Q9NR61	DLL4	ENSG00000128917	15	40929340	40939073	1	1:1	B	yes
DMD:P11532:OID30223:v1	Dystrophin	OID30223	P11532	DMD	Cardiometabolic_II	B20706	P11532	DMD	ENSG00000198947	X	31097677	33339609	-1	1:1	B	yes
DMP1:Q13316:OID30213:v1	Dentin matrix acidic phosphoprotein 1	OID30213	Q13316	DMP1	Cardiometabolic_II	B20706	Q13316	DMP1	ENSG00000152592	4	87650280	87664361	1	1:1	B	yes
DNAJA1:P31689:OID31204:v1	DnaJ homolog subfamily A member 1	OID31204	P31689	DNAJA1	Oncology_II	B20705	P31689	DNAJA1	ENSG00000086061	9	33025273	33039907	1	1:1	A	yes
DNAJA4:Q8WW22:OID31130:v1	DnaJ homolog subfamily A member 4	OID31130	Q8WW22	DNAJA4	Neurology_II	B20707	Q8WW22	DNAJA4	ENSG00000140403	15	78264086	78282196	1	1:1	D	yes
DNAJB14:Q8TBM8:OID31434:v1	DnaJ homolog subfamily B member 14	OID31434	Q8TBM8	DNAJB14	Oncology_II	B20705	Q8TBM8	DNAJB14	ENSG00000164031	4	99896248	99946618	-1	1:1	D	yes
DNAJB2:P25686:OID30661:v1	DnaJ homolog subfamily B member 2	OID30661	P25686	DNAJB2	Inflammation_II	B20704	P25686	DNAJB2	ENSG00000135924	2	219279342	219286898	1	1:10	B	yes
DNAJB6:O75190:OID30613:v1	DnaJ homolog subfamily B member 6	OID30613	O75190	DNAJB6	Inflammation_II	B20704	O75190	DNAJB6	ENSG00000105993	7	157335381	157417439	1	1:10	B	yes
DNAJC21:Q5F1R6:OID31104:v1	DnaJ homolog subfamily C member 21	OID31104	Q5F1R6	DNAJC21	Neurology_II	B20707	Q5F1R6	DNAJC21	ENSG00000168724	5	34929559	34958964	1	1:1	D	yes
DNAJC6:O75061:OID30247:v1	Putative tyrosine-protein phosphatase auxilin	OID30247	O75061	DNAJC6	Cardiometabolic_II	B20706	O75061	DNAJC6	ENSG00000116675	1	65248219	65415871	1	1:1	B	yes
DNAJC9:Q8WXX5:OID31472:v1	DnaJ homolog subfamily C member 9	OID31472	Q8WXX5	DNAJC9	Oncology_II	B20705	Q8WXX5	DNAJC9	ENSG00000213551	10	73183362	73247255	-1	1:1	D	yes
DNLZ:Q5SXM8:OID30822:v1	DNL-type zinc finger protein	OID30822	Q5SXM8	DNLZ	Neurology_II	B20707	Q5SXM8	DNLZ	ENSG00000213221	9	136359480	136363744	-1	1:1	A	yes
DNM1:Q05193:OID31458:v1	Dynamin-1	OID31458	Q05193	DNM1	Oncology_II	B20705	Q05193	DNM1	ENSG00000106976	9	128191655	128255248	1	1:1	D	yes
DNM3:Q9UQ16:OID31000:v1	Dynamin-3	OID31000	Q9UQ16	DNM3	Neurology_II	B20707	Q9UQ16	DNM3	ENSG00000197959	1	171817887	172418466	1	1:1	C	yes
DNPEP:Q9ULA0:OID31118:v1	Aspartyl aminopeptidase	OID31118	Q9ULA0	DNPEP	Neurology_II	B20707	Q9ULA0	DNPEP	ENSG00000123992	2	219372043	219400022	-1	1:1	D	yes
DOC2B:Q14184:OID30927:v1	Double C2-like domain-containing protein beta	OID30927	Q14184	DOC2B	Neurology_II	B20707	Q14184	DOC2B	ENSG00000272636	17	142789	181650	-1	1:1	B	yes
DOCK9:Q9BZ29:OID30836:v1	Dedicator of cytokinesis protein 9	OID30836	Q9BZ29	DOCK9	Neurology_II	B20707	Q9BZ29	DOCK9	ENSG00000088387	13	98793429	99086625	-1	1:1	A	yes
DOK1:Q99704:OID31111:v1	Docking protein 1	OID31111	Q99704	DOK1	Neurology_II	B20707	Q99704	DOK1	ENSG00000115325	2	74549026	74557551	1	1:1	D	yes
DSCAM:O60469:OID30993:v1	Down syndrome cell adhesion molecule	OID30993	O60469	DSCAM	Neurology_II	B20707	O60469	DSCAM	ENSG00000171587	21	40010999	40847158	-1	1:1	C	yes
DTD1:Q8TEA8:OID30580:v1	D-aminoacyl-tRNA deacylase 1	OID30580	Q8TEA8	DTD1	Inflammation_II	B20704	Q8TEA8	DTD1	ENSG00000125821	20	18587942	18766644	1	1:10	B	yes
DTNB:O60941:OID31395:v1	Dystrobrevin beta	OID31395	O60941	DTNB	Oncology_II	B20705	O60941	DTNB	ENSG00000138101	2	25377198	25673647	-1	1:1	C	yes
DTX2:Q86UW9:OID30882:v1	Probable E3 ubiquitin-protein ligase DTX2	OID30882	Q86UW9	DTX2	Neurology_II	B20707	Q86UW9	DTX2	ENSG00000091073	7	76461676	76505995	1	1:1	B	yes
DTYMK:P23919:OID30308:v1	Thymidylate kinase	OID30308	P23919	DTYMK	Cardiometabolic_II	B20706	P23919	DTYMK	ENSG00000168393	2	241675747	241686944	-1	1:10	C	yes
DUSP13:Q6B8I1:OID31394:v1	Dual specificity protein phosphatase 13 isoform A	OID31394	Q6B8I1	DUSP13	Oncology_II	B20705	Q6B8I1	DUSP13	ENSG00000079393	10	75094432	75109221	-1	1:1	C	yes
DUSP29:Q68J44:OID30935:v1	Dual specificity phosphatase 29	OID30935	Q68J44	DUSP29	Neurology_II	B20707	Q68J44	DUSP29	ENSG00000188716	10	75037472	75073642	-1	1:1	B	yes
DUT:P33316:OID31457:v1	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	OID31457	P33316	DUT	Oncology_II	B20705	P33316	DUT	ENSG00000128951	15	48331011	48343373	1	1:1	D	yes
DXO:O77932:OID31080:v1	Decapping and exoribonuclease protein	OID31080	O77932	DXO	Neurology_II	B20707	O77932	DXO	ENSG00000204348	6	31969810	31972290	-1	1:1	D	yes
DYNC1H1:Q14204:OID31341:v1	Cytoplasmic dynein 1 heavy chain 1	OID31341	Q14204	DYNC1H1	Oncology_II	B20705	Q14204	DYNC1H1	ENSG00000197102	14	101964573	102056443	1	1:1	C	yes
DYNLT1:P63172:OID30925:v1	Dynein light chain Tctex-type 1	OID30925	P63172	DYNLT1	Neurology_II	B20707	P63172	DYNLT1	ENSG00000146425	6	158636474	158644743	-1	1:1	B	yes
DYNLT3:P51808:OID31415:v1	Dynein light chain Tctex-type 3	OID31415	P51808	DYNLT3	Oncology_II	B20705	P51808	DYNLT3	ENSG00000165169	X	37836757	37847571	-1	1:1	C	yes
ECHDC3:Q96DC8:OID30293:v1	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	OID30293	Q96DC8	ECHDC3	Cardiometabolic_II	B20706	Q96DC8	ECHDC3	ENSG00000134463	10	11742366	11764070	1	1:10	C	yes
ECHS1:P30084:OID30239:v1	Enoyl-CoA hydratase, mitochondrial	OID30239	P30084	ECHS1	Cardiometabolic_II	B20706	P30084	ECHS1	ENSG00000127884	10	133362485	133373354	-1	1:1	B	yes
ECI2:O75521:OID30142:v1	Enoyl-CoA delta isomerase 2	OID30142	O75521	ECI2	Cardiometabolic_II	B20706	O75521	ECI2	ENSG00000198721	6	4115693	4135597	-1	1:1	A	yes
ECM1:Q16610:OID30736:v1	Extracellular matrix protein 1	OID30736	Q16610	ECM1	Inflammation_II	B20704	Q16610	ECM1	ENSG00000143369	1	150508062	150513789	1	1:100000	D	yes
ECSCR:Q19T08:OID30831:v1	Endothelial cell-specific chemotaxis regulator	OID30831	Q19T08	ECSCR	Neurology_II	B20707	Q19T08	ECSCR	ENSG00000249751	5	139448560	139462743	-1	1:1	A	yes
EDDM3B:P56851:OID31365:v1	Epididymal secretory protein E3-beta	OID31365	P56851	EDDM3B	Oncology_II	B20705	P56851	EDDM3B	ENSG00000181552	14	20768404	20770948	1	1:1	C	yes
EDEM2:Q9BV94:OID30136:v1	ER degradation-enhancing alpha-mannosidase-like protein 2	OID30136	Q9BV94	EDEM2	Cardiometabolic_II	B20706	Q9BV94	EDEM2	ENSG00000088298	20	35115364	35147336	-1	1:1	A	yes
EDF1:O60869:OID31010:v1	Endothelial differentiation-related factor 1	OID31010	O60869	EDF1	Neurology_II	B20707	O60869	EDF1	ENSG00000107223	9	136862119	136866308	-1	1:1	C	yes
EDN1:P05305:OID30224:v1	Endothelin-1	OID30224	P05305	EDN1	Cardiometabolic_II	B20706	P05305	EDN1	ENSG00000078401	6	12290361	12297194	1	1:1	B	yes
EDNRB:P24530:OID30421:v1	Endothelin receptor type B	OID30421	P24530	EDNRB	Inflammation_II	B20704	P24530	EDNRB	ENSG00000136160	13	77895481	77975529	-1	1:1	A	yes
EEF1D:P29692:OID30335:v1	Elongation factor 1-delta	OID30335	P29692	EEF1D	Cardiometabolic_II	B20706	P29692	EEF1D	ENSG00000104529	8	143579697	143599541	-1	1:10	C	yes
EFCAB14:O75071:OID31460:v1	EF-hand calcium-binding domain-containing protein 14	OID31460	O75071	EFCAB14	Oncology_II	B20705	O75071	EFCAB14	ENSG00000159658	1	46674659	46719146	-1	1:1	D	yes
EFCAB2:Q5VUJ9:OID31313:v1	Dynein regulatory complex protein 8	OID31313	Q5VUJ9	EFCAB2	Oncology_II	B20705	Q5VUJ9	EFCAB2	ENSG00000203666	1	244969682	245127164	1	1:1	B	yes
EFHD1:Q9BUP0:OID31044:v1	EF-hand domain-containing protein D1	OID31044	Q9BUP0	EFHD1	Neurology_II	B20707	Q9BUP0	EFHD1	ENSG00000115468	2	232606057	232682776	1	1:1	C	yes
EFNB2:P52799:OID30954:v1	Ephrin-B2	OID30954	P52799	EFNB2	Neurology_II	B20707	P52799	EFNB2	ENSG00000125266	13	106489745	106535662	-1	1:1	B	yes
EGFLAM:Q63HQ2:OID31496:v1	Pikachurin	OID31496	Q63HQ2	EGFLAM	Oncology_II	B20705	Q63HQ2	EGFLAM	ENSG00000164318	5	38258409	38465480	1	1:1	D	yes
EHBP1:Q8NDI1:OID30302:v1	EH domain-binding protein 1	OID30302	Q8NDI1	EHBP1	Cardiometabolic_II	B20706	Q8NDI1	EHBP1	ENSG00000115504	2	62673851	63046487	1	1:10	C	yes
EHD3:Q9NZN3:OID30229:v1	EH domain-containing protein 3	OID30229	Q9NZN3	EHD3	Cardiometabolic_II	B20706	Q9NZN3	EHD3	ENSG00000013016	2	31234152	31269451	1	1:1	B	yes
EIF1AX:P47813:OID31125:v1	Eukaryotic translation initiation factor 1A, X-chromosomal	OID31125	P47813	EIF1AX	Neurology_II	B20707	P47813	EIF1AX	ENSG00000173674	X	20124525	20141838	-1	1:1	D	yes
EIF2AK2:P19525:OID31442:v1	Interferon-induced, double-stranded RNA-activated protein kinase	OID31442	P19525	EIF2AK2	Oncology_II	B20705	P19525	EIF2AK2	ENSG00000055332	2	37099210	37157522	-1	1:1	D	yes
EIF2AK3:Q9NZJ5:OID30060:v1	Eukaryotic translation initiation factor 2-alpha kinase 3	OID30060	Q9NZJ5	EIF2AK3	Cardiometabolic_II	B20706	Q9NZJ5	EIF2AK3	ENSG00000172071	2	88556741	88691518	-1	1:1	A	yes
EIF2S2:P20042:OID30270:v1	Eukaryotic translation initiation factor 2 subunit 2	OID30270	P20042	EIF2S2	Cardiometabolic_II	B20706	P20042	EIF2S2	ENSG00000125977	20	34088309	34112243	-1	1:1	B	yes
EIF4E:P06730:OID30557:v1	Eukaryotic translation initiation factor 4E	OID30557	P06730	EIF4E	Inflammation_II	B20704	P06730	EIF4E	ENSG00000151247	4	98879276	98929133	-1	1:1	A	yes
EIF4G3:O43432:OID31022:v1	Eukaryotic translation initiation factor 4 gamma 3	OID31022	O43432	EIF4G3	Neurology_II	B20707	O43432	EIF4G3	ENSG00000075151	1	20806292	21177285	-1	1:1	C	yes
EIF5:P55010:OID30156:v1	Eukaryotic translation initiation factor 5	OID30156	P55010	EIF5	Cardiometabolic_II	B20706	P55010	EIF5	ENSG00000100664	14	103333544	103345025	1	1:1	A	yes
ELAC1:Q9H777:OID31029:v1	Zinc phosphodiesterase ELAC protein 1	OID31029	Q9H777	ELAC1	Neurology_II	B20707	Q9H777	ELAC1	ENSG00000141642	18	50967991	50988121	1	1:1	C	yes
ELAVL4:P26378:OID30854:v1	ELAV-like protein 4	OID30854	P26378	ELAVL4	Neurology_II	B20707	P26378	ELAVL4	ENSG00000162374	1	50024029	50203772	1	1:1	A	yes
ELN:P15502:OID30301:v1	Elastin	OID30301	P15502	ELN	Cardiometabolic_II	B20706	P15502	ELN	ENSG00000049540	7	74027789	74069907	1	1:10	C	yes
ELOB:Q15370:OID30127:v1	Elongin-B	OID30127	Q15370	ELOB	Cardiometabolic_II	B20706	Q15370	ELOB	ENSG00000103363	16	2771414	2777289	-1	1:1	A	yes
ENDOU:P21128:OID31498:v1	Poly(U)-specific endoribonuclease	OID31498	P21128	ENDOU	Oncology_II	B20705	P21128	ENDOU	ENSG00000111405	12	47709734	47725567	-1	1:1	D	yes
ENO3:P13929:OID30209:v1	Beta-enolase	OID30209	P13929	ENO3	Cardiometabolic_II	B20706	P13929	ENO3	ENSG00000108515	17	4948092	4957131	1	1:1	B	yes
ENOPH1:Q9UHY7:OID31349:v1	Enolase-phosphatase E1	OID31349	Q9UHY7	ENOPH1	Oncology_II	B20705	Q9UHY7	ENOPH1	ENSG00000145293	4	82430590	82461177	1	1:1	C	yes
ENOX2:Q16206:OID30152:v1	Ecto-NOX disulfide-thiol exchanger 2	OID30152	Q16206	ENOX2	Cardiometabolic_II	B20706	Q16206	ENOX2	ENSG00000165675	X	130622325	130903234	-1	1:1	A	yes
ENPEP:Q07075:OID30135:v1	Glutamyl aminopeptidase	OID30135	Q07075	ENPEP	Cardiometabolic_II	B20706	Q07075	ENPEP	ENSG00000138792	4	110365733	110565285	1	1:1	A	yes
ENPP6:Q6UWR7:OID30273:v1	Glycerophosphocholine cholinephosphodiesterase ENPP6	OID30273	Q6UWR7	ENPP6	Cardiometabolic_II	B20706	Q6UWR7	ENPP6	ENSG00000164303	4	184088706	184221230	-1	1:1	B	yes
ENSA:O43768:OID31355:v1	Alpha-endosulfine	OID31355	O43768	ENSA	Oncology_II	B20705	O43768	ENSA	ENSG00000143420	1	150600851	150629612	-1	1:1	C	yes
ENTR1:Q96C92:OID30231:v1	Endosome-associated-trafficking regulator 1	OID30231	Q96C92	ENTR1	Cardiometabolic_II	B20706	Q96C92	ENTR1	ENSG00000165689	9	136401922	136410614	-1	1:1	B	yes
EP300:Q09472:OID30438:v1	Histone acetyltransferase p300	OID30438	Q09472	EP300	Inflammation_II	B20704	Q09472	EP300	ENSG00000100393	22	41092592	41180077	1	1:1	A	yes
EPB41L5:Q9HCM4:OID30886:v1	Band 4.1-like protein 5	OID30886	Q9HCM4	EPB41L5	Neurology_II	B20707	Q9HCM4	EPB41L5	ENSG00000115109	2	120013077	120179119	1	1:1	B	yes
EPGN:Q6UW88:OID31373:v1	Epigen	OID31373	Q6UW88	EPGN	Oncology_II	B20705	Q6UW88	EPGN	ENSG00000182585	4	74308470	74316789	1	1:1	C	yes
EPHA4:P54764:OID30622:v1	Ephrin type-A receptor 4	OID30622	P54764	EPHA4	Inflammation_II	B20704	P54764	EPHA4	ENSG00000116106	2	221418027	221574202	-1	1:10	B	yes
EPN1:Q9Y6I3:OID31252:v1	Epsin-1	OID31252	Q9Y6I3	EPN1	Oncology_II	B20705	Q9Y6I3	EPN1	ENSG00000063245	19	55675226	55709858	1	1:1	B	yes
EPPK1:P58107:OID30250:v1	Epiplakin	OID30250	P58107	EPPK1	Cardiometabolic_II	B20706	P58107	EPPK1	ENSG00000261150	8	143857324	143878467	-1	1:1	B	yes
ERC2:O15083:OID30880:v1	ERC protein 2	OID30880	O15083	ERC2	Neurology_II	B20707	O15083	ERC2	ENSG00000187672	3	55508311	56469095	-1	1:1	B	yes
ERCC1:P07992:OID31223:v1	DNA excision repair protein ERCC-1	OID31223	P07992	ERCC1	Oncology_II	B20705	P07992	ERCC1	ENSG00000012061	19	45407334	45478828	-1	1:1	A	yes
ERI1:Q8IV48:OID31317:v1	3'-5' exoribonuclease 1	OID31317	Q8IV48	ERI1	Oncology_II	B20705	Q8IV48	ERI1	ENSG00000104626	8	9002147	9116746	1	1:1	B	yes
ERMAP:Q96PL5:OID30539:v1	Erythroid membrane-associated protein	OID30539	Q96PL5	ERMAP	Inflammation_II	B20704	Q96PL5	ERMAP	ENSG00000164010	1	42817122	42844991	1	1:1	A	yes
ERN1:O75460:OID31391:v1	Serine/threonine-protein kinase/endoribonuclease IRE1	OID31391	O75460	ERN1	Oncology_II	B20705	O75460	ERN1	ENSG00000178607	17	64039080	64130819	-1	1:1	C	yes
ERP29:P30040:OID30578:v1	Endoplasmic reticulum resident protein 29	OID30578	P30040	ERP29	Inflammation_II	B20704	P30040	ERP29	ENSG00000089248	12	112013348	112023449	1	1:10	B	yes
ERVV-1:B6SEH8:OID30094:v1	Endogenous retrovirus group V member 1 Env polyprotein	OID30094	B6SEH8	ERVV-1	Cardiometabolic_II	B20706	B6SEH8	ERVV-1	ENSG00000269526	19	53013921	53016123	1	1:1	A	yes
ESPL1:Q14674:OID31176:v1	Separin	OID31176	Q14674	ESPL1	Oncology_II	B20705	Q14674	ESPL1	ENSG00000135476	12	53268299	53293638	1	1:1	A	yes
ESR1:P03372:OID30434:v1	Estrogen receptor	OID30434	P03372	ESR1	Inflammation_II	B20704	P03372	ESR1	ENSG00000091831	6	151656691	152129619	1	1:1	A	yes
ESYT2:A0FGR8:OID31134:v1	Extended synaptotagmin-2	OID31134	A0FGR8	ESYT2	Neurology_II	B20707	A0FGR8	ESYT2	ENSG00000117868	7	158730995	158830253	-1	1:1	D	yes
EVI2B:P34910:OID31227:v1	Protein EVI2B	OID31227	P34910	EVI2B	Oncology_II	B20705	P34910	EVI2B	ENSG00000185862	17	31303770	31314105	-1	1:1	A	yes
EVI5:O60447:OID30519:v1	Ecotropic viral integration site 5 protein homolog	OID30519	O60447	EVI5	Inflammation_II	B20704	O60447	EVI5	ENSG00000067208	1	92508696	92792404	-1	1:1	A	yes
EVPL:Q92817:OID31309:v1	Envoplakin	OID31309	Q92817	EVPL	Oncology_II	B20705	Q92817	EVPL	ENSG00000167880	17	76004502	76027306	-1	1:1	B	yes
EXOSC10:Q01780:OID30083:v1	Exosome component 10	OID30083	Q01780	EXOSC10	Cardiometabolic_II	B20706	Q01780	EXOSC10	ENSG00000171824	1	11066618	11099869	-1	1:1	A	yes
EXTL1:Q92935:OID30114:v1	Exostosin-like 1	OID30114	Q92935	EXTL1	Cardiometabolic_II	B20706	Q92935	EXTL1	ENSG00000158008	1	26019884	26036464	1	1:1	A	yes
F10:P00742:OID30684:v1	Coagulation factor X	OID30684	P00742	F10	Inflammation_II	B20704	P00742	F10	ENSG00000126218	13	113122799	113149529	1	1:1000	C	yes
F11:P03951:OID30773:v1	Coagulation factor XI	OID30773	P03951	F11	Inflammation_II	B20704	P03951	F11	ENSG00000088926	4	186266189	186289681	1	1:100000	D	yes
F12:P00748:OID30739:v1	Coagulation factor XII	OID30739	P00748	F12	Inflammation_II	B20704	P00748	F12	ENSG00000131187	5	177402133	177416583	-1	1:100000	D	yes
F13B:P05160:OID30781:v1	Coagulation factor XIII B chain	OID30781	P05160	F13B	Inflammation_II	B20704	P05160	F13B	ENSG00000143278	1	197038741	197067260	-1	1:100000	D	yes
F2:P00734:OID30723:v1	Prothrombin	OID30723	P00734	F2	Inflammation_II	B20704	P00734	F2	ENSG00000180210	11	46719196	46739506	1	1:100000	D	yes
FABP3:P05413:OID30351:v1	Fatty acid-binding protein, heart	OID30351	P05413	FABP3	Cardiometabolic_II	B20706	P05413	FABP3	ENSG00000121769	1	31365253	31376850	-1	1:10	C	yes
FAM13A:O94988:OID31463:v1	Protein FAM13A	OID31463	O94988	FAM13A	Oncology_II	B20705	O94988	FAM13A	ENSG00000138640	4	88725955	89111398	-1	1:1	D	yes
FAM171A2:A8MVW0:OID31005:v1	Protein FAM171A2	OID31005	A8MVW0	FAM171A2	Neurology_II	B20707	A8MVW0	FAM171A2	ENSG00000161682	17	44353215	44363853	-1	1:1	C	yes
FAM171B:Q6P995:OID31338:v1	Protein FAM171B	OID31338	Q6P995	FAM171B	Oncology_II	B20705	Q6P995	FAM171B	ENSG00000144369	2	186694060	186765959	1	1:1	C	yes
FAM172A:Q8WUF8:OID30248:v1	Cotranscriptional regulator FAM172A	OID30248	Q8WUF8	FAM172A	Cardiometabolic_II	B20706	Q8WUF8	FAM172A	ENSG00000113391	5	93617725	94111699	-1	1:1	B	yes
FAM20A:Q96MK3:OID30348:v1	Pseudokinase FAM20A	OID30348	Q96MK3	FAM20A	Cardiometabolic_II	B20706	Q96MK3	FAM20A	ENSG00000108950	17	68535113	68601367	-1	1:10	C	yes
FAM3D:Q96BQ1:OID31514:v1	Protein FAM3D	OID31514	Q96BQ1	FAM3D	Oncology_II	B20705	Q96BQ1	FAM3D	ENSG00000198643	3	58633946	58666834	-1	1:1	D	yes
FARSA:Q9Y285:OID30887:v1	Phenylalanine--tRNA ligase alpha subunit	OID30887	Q9Y285	FARSA	Neurology_II	B20707	Q9Y285	FARSA	ENSG00000179115	19	12922479	12934037	-1	1:1	B	yes
FBLN2:P98095:OID30378:v1	Fibulin-2	OID30378	P98095	FBLN2	Cardiometabolic_II	B20706	P98095	FBLN2	ENSG00000163520	3	13549125	13638422	1	1:100	D	yes
FBN2:P35556:OID30974:v1	Fibrillin-2	OID30974	P35556	FBN2	Neurology_II	B20707	P35556	FBN2	ENSG00000138829	5	128257909	128659185	-1	1:1	B	yes
FCAMR:Q8WWV6:OID30332:v1	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	OID30332	Q8WWV6	FCAMR	Cardiometabolic_II	B20706	Q8WWV6	FCAMR	ENSG00000162897	1	206957965	206970625	-1	1:10	C	yes
FCER1A:P12319:OID30992:v1	High affinity immunoglobulin epsilon receptor subunit alpha	OID30992	P12319	FCER1A	Neurology_II	B20707	P12319	FCER1A	ENSG00000179639	1	159289714	159308224	1	1:1	C	yes
FCN1:O00602:OID30690:v1	Ficolin-1	OID30690	O00602	FCN1	Inflammation_II	B20704	O00602	FCN1	ENSG00000085265	9	134903232	134917912	-1	1:1000	C	yes
FDX1:P10109:OID30078:v1	Adrenodoxin, mitochondrial	OID30078	P10109	FDX1	Cardiometabolic_II	B20706	P10109	FDX1	ENSG00000137714	11	110429948	110464884	1	1:1	A	yes
FDX2:Q6P4F2:OID30147:v1	Ferredoxin-2, mitochondrial	OID30147	Q6P4F2	FDX2	Cardiometabolic_II	B20706	Q6P4F2	FDX2	ENSG00000267673	19	10310045	10316015	-1	1:1	A	yes
FGA:P02671:OID30788:v1	Fibrinogen alpha chain	OID30788	P02671	FGA	Inflammation_II	B20704	P02671	FGA	ENSG00000171560	4	154583128	154590745	-1	1:100000	D	yes
FGD3:Q5JSP0:OID31040:v1	FYVE, RhoGEF and PH domain-containing protein 3	OID31040	Q5JSP0	FGD3	Neurology_II	B20707	Q5JSP0	FGD3	ENSG00000127084	9	92947523	93036236	1	1:1	C	yes
FGF12:P61328:OID30454:v1	Fibroblast growth factor 12	OID30454	P61328	FGF12	Inflammation_II	B20704	P61328	FGF12	ENSG00000114279	3	192139390	192767764	-1	1:1	A	yes
FGF16:O43320:OID30535:v1	Fibroblast growth factor 16	OID30535	O43320	FGF16	Inflammation_II	B20704	O43320	FGF16	ENSG00000196468	X	77447389	77457278	1	1:1	A	yes
FGF20:Q9NP95:OID30459:v1	Fibroblast growth factor 20	OID30459	Q9NP95	FGF20	Inflammation_II	B20704	Q9NP95	FGF20	ENSG00000078579	8	16992181	17002345	-1	1:1	A	yes
FGF3:P11487:OID30544:v1	Fibroblast growth factor 3	OID30544	P11487	FGF3	Inflammation_II	B20704	P11487	FGF3	ENSG00000186895	11	69809968	69819416	-1	1:1	A	yes
FGF6:P10767:OID30443:v1	Fibroblast growth factor 6	OID30443	P10767	FGF6	Inflammation_II	B20704	P10767	FGF6	ENSG00000111241	12	4428155	4445815	-1	1:1	A	yes
FGF7:P21781:OID31241:v1	Fibroblast growth factor 7	OID31241	P21781	FGF7	Oncology_II	B20705	P21781	FGF7	ENSG00000140285	15	49423237	49488775	1	1:1	A	yes
FGF9:P31371:OID31193:v1	Fibroblast growth factor 9	OID31193	P31371	FGF9	Oncology_II	B20705	P31371	FGF9	ENSG00000102678	13	21671073	21704498	1	1:1	A	yes
FGFBP2:Q9BYJ0:OID30395:v1	Fibroblast growth factor-binding protein 2	OID30395	Q9BYJ0	FGFBP2	Cardiometabolic_II	B20706	Q9BYJ0	FGFBP2	ENSG00000137441	4	15960245	15969309	-1	1:100	D	yes
FGFBP3:Q8TAT2:OID31108:v1	Fibroblast growth factor-binding protein 3	OID31108	Q8TAT2	FGFBP3	Neurology_II	B20707	Q8TAT2	FGFBP3	ENSG00000174721	10	91906584	91909486	-1	1:1	D	yes
FGFR4:P22455:OID30646:v1	Fibroblast growth factor receptor 4	OID30646	P22455	FGFR4	Inflammation_II	B20704	P22455	FGFR4	ENSG00000160867	5	177086905	177098144	1	1:10	B	yes
FGL1:Q08830:OID30702:v1	Fibrinogen-like protein 1	OID30702	Q08830	FGL1	Inflammation_II	B20704	Q08830	FGL1	ENSG00000104760	8	17864380	17910365	-1	1:1000	C	yes
FH:P07954:OID30839:v1	Fumarate hydratase, mitochondrial	OID30839	P07954	FH	Neurology_II	B20707	P07954	FH	ENSG00000091483	1	241497511	241519799	-1	1:1	A	yes
FHIP2A:Q5W0V3:OID30187:v1	FHF complex subunit HOOK interacting protein 2A	OID30187	Q5W0V3	FHIP2A	Cardiometabolic_II	B20706	Q5W0V3	FHIP2A	ENSG00000151553	10	114821744	114899832	1	1:1	A	yes
FKBP14:Q9NWM8:OID31065:v1	Peptidyl-prolyl cis-trans isomerase FKBP14	OID31065	Q9NWM8	FKBP14	Neurology_II	B20707	Q9NWM8	FKBP14	ENSG00000106080	7	30010587	30026702	-1	1:1	C	yes
